"Country","Response_measure","date_start","date_end"
"Slovenia","MassGatherAll",2021-05-15,NA
"Slovenia","MassGatherAllPartial",2020-03-19,2020-05-04
"Slovenia","MassGatherAllPartial",2020-10-17,2021-03-31
"Slovenia","MassGatherAllPartial",2021-04-12,2021-04-18
"Slovenia","MassGatherAllPartial",2021-04-23,2021-05-14
"Slovenia","NonEssentialShops",2020-03-15,2020-04-20
"Slovenia","NonEssentialShops",2020-10-24,2020-12-14
"Slovenia","NonEssentialShopsPartial",2020-12-15,NA
"Slovenia","OutdoorOver100",2021-04-19,2021-04-22
"Slovenia","OutdoorOver100",2021-06-21,2021-11-07
"Slovenia","OutdoorOver50",2020-05-18,2020-05-31
"Slovenia","OutdoorOver50",2021-05-15,2021-06-20
"Slovenia","OutdoorOver500",2020-03-10,2020-03-17
"Slovenia","OutdoorOver500",2020-06-01,2020-06-14
"Slovenia","PlaceOfWorship",2021-04-01,2021-04-11
"Slovenia","PlaceOfWorshipPartial",2021-04-12,NA
"Slovenia","PrivateGatheringRestrictions",2020-03-19,2020-05-17
"Slovenia","PrivateGatheringRestrictions",2020-11-13,2021-04-11
"Slovenia","PrivateGatheringRestrictionsPartial",2020-10-14,2020-11-12
"Slovenia","PrivateGatheringRestrictionsPartial",2021-04-12,NA
"Slovenia","QuarantineForInternationalTravellers",2020-04-04,NA
"Slovenia","RestaurantsCafes",2020-03-15,2020-05-17
"Slovenia","RestaurantsCafes",2021-04-01,2021-04-11
"Slovenia","RestaurantsCafesPartial",2020-10-17,2021-03-31
"Slovenia","RestaurantsCafesPartial",2021-04-12,NA
"Slovenia","StayHomeOrderPartial",2020-10-20,2021-04-12
"Slovenia","Teleworking",2020-03-04,NA
"Slovenia","WorkplaceClosures",2020-03-15,2020-05-04
"Spain","AdaptationOfWorkplace",2020-04-11,2020-04-12
"Spain","BanOnAllEvents",2020-03-14,2020-06-01
"Spain","BanOnAllEventsPartial",2020-10-01,NA
"Spain","ClosDaycare",2020-03-12,2020-08-27
"Spain","ClosHigh",2020-03-12,2020-08-27
"Spain","ClosHighPartial",2020-09-15,NA
"Spain","ClosPrim",2020-03-12,2020-08-27
"Spain","ClosPubAnyPartial",2020-03-14,NA
"Spain","ClosSec",2020-03-12,2020-08-27
"Spain","ClosureOfPublicTransportPartial",2020-03-14,2021-05-09
"Spain","EntertainmentVenues",2020-03-14,2020-05-10
"Spain","EntertainmentVenues",2020-08-14,2021-06-01
"Spain","EntertainmentVenuesPartial",2020-05-11,2020-06-20
"Spain","EntertainmentVenuesPartial",2021-06-02,NA
"Spain","GymsSportsCentres",2020-03-14,2020-06-20
"Spain","HotelsOtherAccommodation",2020-03-14,2020-05-31
"Spain","HotelsOtherAccommodationPartial",2020-06-01,2020-06-20
"Spain","IndoorOver100",2020-06-02,2020-06-21
"Spain","MasksMandatoryAllSpaces",2021-03-30,2021-06-25
"Spain","MasksMandatoryAllSpacesPartial",2020-05-21,2020-08-03
"Spain","MasksMandatoryAllSpacesPartial",2021-06-26,NA
"Spain","MasksMandatoryClosedSpaces",2020-05-04,2020-05-21
"Spain","MasksMandatoryClosedSpaces",2020-08-04,2021-03-29
"Spain","MasksVoluntaryClosedSpaces",2020-03-13,2020-05-03
"Spain","MassGather50",2020-03-14,2020-06-01
"Spain","MassGather50Partial",2020-10-01,NA
"Spain","MassGatherAll",2020-03-14,2020-06-21
"Spain","MassGatherAllPartial",2020-10-01,NA
"Spain","NonEssentialShops",2020-03-14,2020-06-21
"Spain","OutdoorOver1000",2020-06-02,2020-06-21
"Spain","PlaceOfWorshipPartial",2020-03-14,2020-06-21
"Spain","PlaceOfWorshipPartial",2020-10-25,2021-05-09
"Spain","PrivateGatheringRestrictionsPartial",2020-10-25,2021-05-09
"Spain","QuarantineForInternationalTravellers",2020-02-25,2020-07-01
"Spain","QuarantineForInternationalTravellers",2021-02-22,2021-08-23
"Spain","RegionalStayHomeOrderPartial",2020-10-25,2021-06-07
"Spain","RegionalStayHomeOrderPartial",2021-07-19,2021-08-27
"Spain","RestaurantsCafes",2020-03-14,2020-05-03
"Spain","RestaurantsCafesPartial",2020-05-04,2020-09-30
"Spain","RestaurantsCafesPartial",2020-10-19,NA
"Spain","SocialCirclePartial",2020-08-27,2020-08-28
"Spain","StayHomeGen",2020-03-09,2020-03-13
"Spain","StayHomeOrder",2020-03-14,2020-05-03
"Spain","StayHomeOrderPartial",2020-05-04,2020-05-11
"Spain","StayHomeOrderPartial",2021-03-26,2021-04-09
"Spain","StayHomeRiskG",2020-03-12,2020-03-13
"Spain","Teleworking",2020-03-09,2020-04-12
"Sweden","AdaptationOfWorkplace",2020-07-08,2020-12-31
"Sweden","AdaptationOfWorkplacePartial",2020-03-25,2020-07-07
"Sweden","BanOnAllEvents",2020-03-29,2020-06-13
"Sweden","BanOnAllEventsPartial",2020-06-14,2021-03-05
"Sweden","ClosHigh",2020-03-17,2021-06-01
"Sweden","ClosPubAnyPartial",2020-07-01,2021-07-01
"Sweden","ClosSec",2020-03-18,2020-06-15
"Sweden","ClosSec",2020-12-07,2021-04-01
"Sweden","ClosSecPartial",2020-11-23,2020-12-06
"Sweden","EntertainmentVenuesPartial",2021-03-25,2021-05-31
"Sweden","GymsSportsCentresPartial",2021-03-06,2021-05-17
"Sweden","IndoorOver500",2020-03-12,2020-03-28
"Sweden","IndoorOver500",2021-03-06,2021-09-29
"Sweden","IndoorOver500",2021-12-01,NA
"Sweden","MasksVoluntaryClosedSpacesPartial",2021-01-07,2021-07-01
"Sweden","MassGather50",2020-03-29,2020-06-13
"Sweden","MassGather50Partial",2020-06-14,2021-03-05
"Sweden","MassGatherAll",2020-03-12,2020-06-13
"Sweden","MassGatherAll",2021-03-06,2021-09-29
"Sweden","MassGatherAllPartial",2020-06-14,2021-03-05
"Sweden","MassGatherAllPartial",2021-12-01,NA
"Sweden","NonEssentialShopsPartial",2021-03-09,2021-05-17
"Sweden","OutdoorOver500",2021-03-06,2021-09-29
"Sweden","PrivateGatheringRestrictions",2020-11-30,2021-09-29
"Sweden","QuarantineForInternationalTravellers",2021-01-22,NA
"Sweden","RestaurantsCafesPartial",2020-07-01,2021-07-01
"Sweden","StayHomeRiskG",2020-04-01,2020-10-22
"Sweden","Teleworking",2020-03-16,2021-09-30
"Switzerland","AdaptationOfWorkplace",2021-01-18,NA
"Switzerland","BanOnAllEvents",2020-03-20,2020-06-05
"Switzerland","BanOnAllEvents",2021-01-18,2021-04-18
"Switzerland","ClosHigh",2020-03-16,2020-05-11
"Switzerland","ClosHigh",2020-11-02,2021-05-30
"Switzerland","ClosPrim",2020-03-16,2020-05-11
"Switzerland","ClosPubAny",2020-03-16,2020-05-10
"Switzerland","ClosPubAny",2021-01-18,2021-02-28
"Switzerland","ClosPubAnyPartial",2020-05-11,2020-06-06
"Switzerland","ClosPubAnyPartial",2020-10-29,2021-01-17
"Switzerland","ClosPubAnyPartial",2021-03-01,NA
"Switzerland","ClosSec",2020-03-16,2020-05-11
"Switzerland","EntertainmentVenues",2020-12-22,2021-02-28
"Switzerland","EntertainmentVenuesPartial",2020-10-29,2020-12-21
"Switzerland","EntertainmentVenuesPartial",2021-03-01,NA
"Switzerland","GymsSportsCentres",2020-03-16,2020-05-10
"Switzerland","GymsSportsCentres",2020-12-22,2021-05-30
"Switzerland","GymsSportsCentresPartial",2020-05-11,2020-06-06
"Switzerland","GymsSportsCentresPartial",2021-05-31,NA
"Switzerland","IndoorOver100",2020-03-13,2020-03-19
"Switzerland","IndoorOver100",2020-06-06,2020-06-22
"Switzerland","IndoorOver100",2021-05-31,2021-06-25
"Switzerland","IndoorOver1000",2020-03-02,2020-03-12
"Switzerland","IndoorOver1000",2020-06-23,2020-10-01
"Switzerland","IndoorOver50",2020-10-29,2021-01-17
"Switzerland","IndoorOver50",2021-04-19,2021-05-30
"Switzerland","IndoorOver500",2021-06-26,NA
"Switzerland","MasksMandatoryAllSpaces",2020-07-06,2021-06-25
"Switzerland","MasksMandatoryClosedSpaces",2021-06-26,2021-09-12
"Switzerland","MasksVoluntaryClosedSpaces",2020-03-16,2020-07-05
"Switzerland","MassGather50",2020-03-20,2020-06-05
"Switzerland","MassGather50",2020-10-29,2021-05-30
"Switzerland","MassGatherAll",2020-02-28,2020-10-01
"Switzerland","MassGatherAll",2020-10-29,2021-05-30
"Switzerland","MassGatherAllPartial",2021-05-31,NA
"Switzerland","NonEssentialShops",2020-03-20,2020-05-11
"Switzerland","NonEssentialShops",2021-01-18,2021-03-01
"Switzerland","NonEssentialShopsPartial",2020-12-11,2021-01-17
"Switzerland","OutdoorOver100",2020-03-13,2020-03-19
"Switzerland","OutdoorOver100",2020-06-06,2020-06-22
"Switzerland","OutdoorOver100",2021-04-19,2021-05-30
"Switzerland","OutdoorOver1000",2020-02-28,2020-03-12
"Switzerland","OutdoorOver1000",2020-07-07,2020-10-01
"Switzerland","OutdoorOver500",2020-06-23,2020-07-06
"Switzerland","OutdoorOver500",2021-05-31,NA
"Switzerland","PrivateGatheringRestrictions",2020-03-20,2020-06-05
"Switzerland","PrivateGatheringRestrictions",2020-10-19,2021-05-30
"Switzerland","PrivateGatheringRestrictionsPartial",2021-05-31,NA
"Switzerland","QuarantineForInternationalTravellers",2020-07-06,NA
"Switzerland","RestaurantsCafes",2020-03-16,2020-06-06
"Switzerland","RestaurantsCafes",2020-12-22,2021-04-18
"Switzerland","RestaurantsCafesPartial",2020-10-29,2020-12-21
"Switzerland","RestaurantsCafesPartial",2021-04-19,NA
"Switzerland","StayHomeGen",2020-12-22,2021-01-22
"Switzerland","StayHomeRiskG",2020-03-16,NA
"Switzerland","Teleworking",2020-03-16,2021-01-17
"Switzerland","TeleworkingPartial",2021-01-18,NA
"United Kingdom","BanOnAllEvents",2020-09-14,2020-12-01
"United Kingdom","ClosDaycare",2020-03-23,2020-05-31
"United Kingdom","ClosDaycarePartial",2020-06-01,2020-09-01
"United Kingdom","ClosPrim",2020-03-23,2020-05-31
"United Kingdom","ClosPrimPartial",2020-06-01,2020-09-01
"United Kingdom","ClosPubAny",2020-03-16,2020-05-09
"United Kingdom","ClosPubAnyPartial",2020-05-10,2020-08-07
"United Kingdom","ClosPubAnyPartial",2020-09-24,2020-12-01
"United Kingdom","ClosSec",2020-03-23,2020-06-14
"United Kingdom","ClosSecPartial",2020-06-15,2020-09-01
"United Kingdom","EntertainmentVenues",2020-03-16,2020-07-02
"United Kingdom","EntertainmentVenues",2020-11-05,2020-12-01
"United Kingdom","EntertainmentVenuesPartial",2020-07-03,2020-08-07
"United Kingdom","GymsSportsCentres",2020-03-20,2020-05-12
"United Kingdom","GymsSportsCentres",2020-11-05,2020-12-01
"United Kingdom","GymsSportsCentresPartial",2020-05-13,2020-07-09
"United Kingdom","HotelsOtherAccommodation",2020-03-24,2020-07-02
"United Kingdom","HotelsOtherAccommodationPartial",2020-11-05,2020-12-01
"United Kingdom","IndoorOver50",2020-07-04,2020-09-13
"United Kingdom","MasksMandatoryClosedSpaces",2020-07-27,NA
"United Kingdom","MasksVoluntaryClosedSpaces",2020-06-09,2020-07-26
"United Kingdom","MassGather50",2020-05-28,2020-12-01
"United Kingdom","MassGatherAll",2020-05-28,2020-12-01
"United Kingdom","NonEssentialShops",2020-03-23,2020-05-09
"United Kingdom","NonEssentialShops",2020-11-05,2020-12-01
"United Kingdom","NonEssentialShopsPartial",2020-05-10,2020-06-12
"United Kingdom","OutdoorOver50",2020-05-28,2020-09-13
"United Kingdom","PlaceOfWorship",2020-03-24,2020-05-18
"United Kingdom","PrivateGatheringRestrictions",2020-03-24,2020-07-03
"United Kingdom","PrivateGatheringRestrictions",2020-09-09,2020-12-01
"United Kingdom","QuarantineForInternationalTravellers",2020-01-01,2020-03-14
"United Kingdom","QuarantineForInternationalTravellers",2020-06-08,2020-06-29
"United Kingdom","QuarantineForInternationalTravellersPartial",2020-11-06,NA
"United Kingdom","RegionalStayHomeOrder",2020-10-23,2020-11-08
"United Kingdom","RegionalStayHomeOrder",2020-12-20,2021-04-11
"United Kingdom","RestaurantsCafes",2020-03-16,2020-07-02
"United Kingdom","RestaurantsCafes",2020-11-05,2020-12-01
"United Kingdom","RestaurantsCafesPartial",2020-09-24,2020-11-04
"United Kingdom","SocialCircle",2020-09-09,2020-12-01
"United Kingdom","StayHomeGen",2020-03-16,2020-03-23
"United Kingdom","StayHomeOrder",2020-03-24,2020-05-09
"United Kingdom","StayHomeOrder",2020-11-05,2020-12-01
"United Kingdom","StayHomeOrderPartial",2020-05-10,2020-07-04
"United Kingdom","StayHomeRiskG",2020-03-16,2020-07-05
"United Kingdom","StayHomeRiskG",2020-11-05,2020-12-01
"United Kingdom","StayHomeRiskGPartial",2020-07-06,2020-08-01
"United Kingdom","Teleworking",2020-03-16,2020-05-09
